X,Y
0.0,9.967141530112327
1.0101010101010102,6.1426095135406795
2.0202020202020203,16.527390431511975
3.0303030303030303,27.80605613983783
4.040404040404041,12.759476353776742
5.050505050505051,15.284893056770825
6.0606060606060606,35.94364330658907
7.070707070707071,30.351114968296766
8.080808080808081,20.507276342670682
9.090909090909092,33.15287316313238
10.101010101010102,25.618348324400635
11.111111111111112,28.120480242075217
12.121212121212121,37.72265301869064
13.131313131313131,18.69548038170485
14.141414141414142,23.10435702840503
15.151515151515152,37.25591258637816
16.161616161616163,35.27572920069617
17.171717171717173,51.07176625524567
18.181818181818183,41.37430469933335
19.191919191919194,38.85676096644507
20.202020202020204,70.16153819426606
21.212121212121215,55.77254002543768
22.222222222222225,61.230837602434804
23.232323232323235,48.83332621867352
24.242424242424242,60.162233360808784
25.252525252525253,69.2405390284118
26.262626262626263,59.14662988234264
27.272727272727273,76.9387983652749
28.282828282828284,69.70068380788267
29.292929292929294,75.31538573439047
30.303030303030305,74.7405096352818
31.313131313131315,101.80561012791767
32.323232323232325,85.67310856070148
33.333333333333336,77.75622404377434
34.343434343434346,99.08403497961775
35.35353535353536,81.17540188412818
36.36363636363637,97.99772685913848
37.37373737373738,78.8376421955457
38.38383838383839,87.67773547061167
39.3939393939394,105.45346084353973
40.40404040404041,113.39476681005513
41.41414141414142,110.24903634725325
42.42424242424243,109.90412323672368
43.43434343434344,110.57482162996571
44.44444444444445,101.32589120743685
45.45454545454546,111.43792155241657
46.46464646464647,116.5552284520183
47.47474747474748,134.25809094905787
48.484848484848484,129.64830410780584
49.494949494949495,111.1069721837464
50.505050505050505,134.50346595657422
51.515151515151516,129.93705598371562
52.525252525252526,129.54391131007173
53.535353535353536,144.95514672679252
54.54545454545455,151.6736315885959
55.55555555555556,153.20169008005087
56.56565656565657,138.02196618191505
57.57575757575758,145.8472701808818
58.58585858585859,154.77728077868213
59.5959595959596,163.74535026112258
60.60606060606061,151.72340913669862
61.61616161616162,157.18381427376588
62.62626262626263,150.5023068255963
63.63636363636364,152.1288428501024
64.64646464646465,174.74141984010362
65.65656565656566,182.70381442712238
66.66666666666667,170.94656545086335
67.67676767676768,184.22724817083943
68.68686868686869,180.33353196764807
69.6969696969697,172.791226696373
70.70707070707071,185.38163282276093
71.71717171717172,199.673294957589
72.72727272727273,186.45992142708232
73.73737373737374,204.98987090157442
74.74747474747475,165.67123582778945
75.75757575757576,202.61296443769163
76.76767676767678,197.78966260157367
77.77777777777779,196.45437093978578
78.7878787878788,202.88730473505203
79.7979797979798,184.61926034894057
80.80808080808082,204.82348314182693
81.81818181818183,213.11658026057202
82.82828282828284,226.84964751812225
83.83838383838385,209.41325741322314
84.84848484848486,209.03627609228027
85.85858585858587,214.6288942106193
86.86868686868688,231.32573834873796
87.87878787878789,227.98448079356655
88.8888888888889,221.92462018455186
89.89898989898991,234.88014907860833
90.90909090909092,233.2435027662077
91.91919191919193,244.4844297033087
92.92929292929294,230.30270138445883
93.93939393939395,236.5718633825072
94.94949494949496,238.45265584241582
95.95959595959597,230.26384041766875
96.96969696969697,250.3854451948882
97.97979797979798,252.56004767129383
98.98989898989899,252.52588204117208
100.0,252.65412866624854
